"fit.power","a1","a2","a3","a4","a5","w1_2","w1_3","w1_4","w1_5","w2_1","w2_3","w2_4","w2_5","w3_1","w3_2","w3_4","w3_5","w4_1","w4_2","w4_3","w4_5","w5_1","w5_2","w5_3","w5_4","w6_1","w6_2","w6_3","w6_4","status","iters","time","name","opt_val_mean","opt_val_sd","opt_val_max","opt_val_min"
0.7465771,0.458696528830637,0.525329761883628,0.00530145183172274,0.0106339793653351,1.21755930567266e-05,0.87427713935165,0.0559230558148105,0.0510530883636356,0.00464180212746086,0.637171249831267,0.176689127745628,0.167505652521702,0.00900846001807914,0.527635923542589,0.237422149768119,0.00647980342588673,0.147533363122023,0.459731504724333,0.0531296869774784,0.201356351661709,0.127566808460682,0.11901439626224,0.62376438047879,0.0183347187228582,0.00872040285405879,0.153479675973678,0.117695501147984,0.179965432706316,0.440647160105055,4,856,897.417497873306,"NLOPT_LN_COBYLA",0.74361976,0.00472983733367226,0.7466128,0.7466128
0.7466128,0.569487033225665,0.419810924379907,0.00443860902592562,0.00612275964896293,0.000140673719541888,0.758721380445093,0.129966560147652,0.0980224705854591,0.00540060637608795,0.681186772286383,0.152550024934521,0.15820956274432,0.00584336463882781,0.147768381342494,0.451368151596701,0.0384333666039081,0.152582655102758,0.427282185079389,0.104382319656365,0.133602076445008,0.181450170939377,0.343415530032514,0.502882835747494,0.0982650607731915,0.00389490395604424,0.59313317119398,0.229180966733832,0.0582152248357336,0.0899702411651906,4,916,959.109764099121,"NLOPT_LN_COBYLA",0.74361976,0.00472983733367226,0.7466128,0.7466128
0.7427103,0.645280249542524,0.349072272870748,0.00356941963575544,0.00206894918030635,9.10877066597277e-06,0.350916793816418,0.399470353746743,0.242334281944298,0.000629915243104594,0.210754541931775,0.092196360507543,0.557250667688676,0.0790845378536571,0.0778237602352332,0.727539858136339,0.142294823345777,0.0433386836080096,0.22639402599113,0.15025063971912,0.353257508215182,0.115575375399025,0.398832839860123,0.190251759934738,0.153463983250575,0.0595984548752468,0.196802986665808,0.275870920896606,0.38523412388167,0.131633631427466,4,1122,1174.26795887947,"NLOPT_LN_COBYLA",0.74361976,0.00472983733367226,0.7466128,0.7466128
0.7357026,0.024859170032922,0.911616516232009,0.0309243300401893,0.0324509507827618,9.30134387832741e-05,0.643414800947748,0.118373465266673,0.00927246274216063,0.118138941977558,0.366933866479732,0.334916834130377,0.290188716295834,0.00377654641452811,0.598063503729484,0.374417499107703,0.0173317149456832,0.00768213517872683,0.390985626807313,0.213162309360832,0.375493874893697,0.0109505820908104,0.0471415150422339,0.0551723527073128,0.308949803992629,0.0933787664645723,0.293279128923307,0.0344121034599145,0.123179262027459,0.0263183123650904,4,1728,1817.76229500771,"NLOPT_LN_COBYLA",0.74361976,0.00472983733367226,0.7466128,0.7466128
0.746496,0.572182591478935,0.419270428434166,0.00579454729178727,0.00263677165127496,6.64296341751995e-06,0.788641492612379,0.0709270236365973,0.131768138303514,0.00525550009602978,0.641434523902813,0.163568267587902,0.163680302171526,0.020945769636251,0.378587089464837,0.11401057795838,0.191770910287102,0.048227615701014,0.282997439025308,0.178758638791976,0.122946653609692,0.255932075729237,0.296090455603617,0.0804423245538691,0.110762407756634,0.171012153554291,0.319380098337729,0.0374176753628324,0.00920846968901842,0.272696131712764,4,825,874.961939096451,"NLOPT_LN_COBYLA",0.74361976,0.00472983733367226,0.7466128,0.7466128
0.6901879,0.235949154720283,0.0665218161115624,0.0956472103161297,0.203195919764725,0.246123944208083,0.259577078449648,0.173446377804552,0.0219430957297249,0.21902420456596,0.0408313545605163,0.126642285096711,0.330111332965762,0.109715385210327,0.22583765604639,0.049051543893271,0.233392603398756,0.319172104108929,0.0530781236936886,0.106949839681189,0.330712997548735,0.140527443271469,0.365729553649761,0.109756295500117,0.173328405274994,0.208701181008627,0.328564981846336,0.261161749844408,0.0470418313605622,0.319875605496512,6,2501,2550.42919492722,"NLOPT_GN_ISRES",0.69620266,0.00993035691921495,0.7123978,0.7123978
0.7123978,0.265428941722568,0.175239477897094,0.0865698004540837,0.107806724178107,0.360484996984241,0.424845159426974,0.148950605642451,0.202141532324681,0.172283519138671,0.410019479812369,0.126918961615656,0.28396261247064,0.0449041868319545,0.0131888754012911,0.47111245522074,0.13751422269069,0.24778632892468,0.369468521649368,0.241283727331191,0.26579373709339,0.108004489089645,0.194194082167082,0.275639946984452,0.119014148480984,0.212829416402596,0.196665472772088,0.143528784426386,0.23678992519936,0.411273777067178,6,2500,2550.30236291885,"NLOPT_GN_ISRES",0.69620266,0.00993035691921495,0.7123978,0.7123978
0.6968554,0.0656404830414269,0.252569997227439,0.205891950864577,0.101547882646642,0.227071482209588,0.301332317674926,0.248607035332264,0.208315237930425,0.147728043513274,0.202744492094549,0.255527917812142,0.0648121737990665,0.435042961965893,0.205470565905536,0.214850947010598,0.404872641948534,0.173794476347305,0.213606444673029,0.0746813981154108,0.230417794854434,0.33958222645953,0.270436014798907,0.233174488782197,0.36122454878423,0.0919663170993739,0.377362973753294,0.0738622525821322,0.158668019372589,0.138494690914448,6,2547,2550.23255109787,"NLOPT_GN_ISRES",0.69620266,0.00993035691921495,0.7123978,0.7123978
0.6864917,0.01944175739314,0.166162115936214,0.173073159407497,0.355979139077074,0.107563162951709,0.145490673545715,0.263429282141545,0.390838296617698,0.046343459856178,0.404052737204189,0.137702681142168,0.225381301399698,0.228988562518136,0.312326351232058,0.11453957953872,0.157160212556677,0.287462785349114,0.16867785498395,0.0596069569869117,0.278861875332667,0.481858067384861,0.13668413459896,0.346310720745703,0.303773185353168,0.0718065978244887,0.145452107627409,0.279248065804517,0.00137230370020817,0.272296492764045,6,2555,2549.42167305946,"NLOPT_GN_ISRES",0.69620266,0.00993035691921495,0.7123978,0.7123978
0.6950805,0.136655620692391,0.190173798774023,0.308754951004698,0.0379253686045787,0.100424848507395,0.121348496504312,0.274434705315146,0.191476399357611,0.290400162298804,0.0549938243604967,0.288719103620763,0.173471183253608,0.207753337193366,0.109357413996518,0.165081036088343,0.346121110698962,0.357954849089236,0.271157017209638,0.124388743084855,0.141978664392372,0.247206583573801,0.0874367218862793,0.281288787400015,0.129882903879197,0.195463162281359,0.0727797699804392,0.385679774701753,0.181147920254371,0.320493764136383,6,2995,2549.59090709686,"NLOPT_GN_ISRES",0.69620266,0.00993035691921495,0.7123978,0.7123978
