"a1","a2","a3","a4","a5","a6","w1_1","w1_2","w1_3","w1_4","w1_5","w1_6","w2_1","w2_2","w2_3","w2_4","w2_5","w2_6","w3_1","w3_2","w3_3","w3_4","w3_5","w3_6","w4_1","w4_2","w4_3","w4_4","w4_5","w4_6","w5_1","w5_2","w5_3","w5_4","w5_5","w5_6","w6_1","w6_2","w6_3","w6_4","w6_5","w6_6","target.power","target.power.norm","fit.power","fit.target.power","rank.target.power","rank.fit.power"
0.258661313963865,0.150850573552538,0.171929739694449,0.174698603335219,0.0929016227886643,0.150958146665265,0,0.229397952898126,0.138915566520433,0.195125786901246,0.14831251744073,0.288248176239464,0.13914824876982,0,0.0476768764221225,0.11723159573799,0.267833308806933,0.428109970263135,0.215076405677807,0.0677752611860831,0,0.371547647984769,0.0180776544468277,0.327523030704513,0.333870364908774,0.275888986325398,0.17980784248856,0,0.0485274330509331,0.161905373226335,0.127438164923016,0.385231164826435,0.0149593677442185,0.219612710993304,0,0.252758591513026,0.0320162576857113,0.187646741164913,0.121417882421301,0.303896155921889,0.355022962806185,0,0.5104421,0.589295831752286,0.592342615127563,0.511614398652172,0.822277847309136,0.812265331664581
0.189838955182232,0.16058156900034,0.0758752298890612,0.182026087546268,0.117085449434813,0.274592708947287,0,0.161956329605544,0.10042628063451,0.206391229756279,0.249136926650064,0.282089233353604,0.267922608898482,0,0.245354923438904,0.215017421132136,0.15271220207146,0.118992844459018,0.0462999819733321,0.307177118363154,0,0.258786167129738,0.262036701738309,0.125700030795467,0.230925294743951,0.14129523806353,0.171880417611584,0,0.273708054749665,0.18219099483127,0.269622079625585,0.279107944681656,0.148662997528011,0.0316839224429325,0,0.270923055721815,0.00515544527321293,0.220844578687979,0.383221137886661,0.139382033402175,0.251396804749972,0,0.4974586,0.555551945858002,0.559200942516327,0.498862609848237,0.573216520650814,0.571964956195244
0.130310486587392,0.122033724008756,0.0150720920278955,0.286195137599846,0.157955421860587,0.288433137915524,0,0.252759417815509,0.0970266098294132,0.259389273564557,0.163924070055731,0.226900628734789,0.358949924340015,0,0.394819739734119,0.187113935681248,0.0559544327324294,0.00316196751218868,0.0142954938033822,0.0857503393299304,0,0.18729065943766,0.384663989095623,0.327999518333404,0.0686561143425692,0.0904762609754158,0.317127947730486,0,0.242199868724474,0.281539808227055,0.282408404196748,0.215268248065647,0.0690359013112202,0.157766889332141,0,0.275520557094245,0.249132820743754,0.124102414460652,0.185386114738307,0.210902999133047,0.23047565092424,0,0.4791341,0.507926895827594,0.510433197021484,0.480098439485168,0.276595744680851,0.269086357947434
0.108385007265152,0.168086301248309,0.201813539117872,0.128384780811465,0.190422943726265,0.202907427830936,0,0.187459823540321,0.0773404026847094,0.326591602949461,0.215552400005602,0.193055770819907,0.304854891470593,0,0.137954071966049,0.215901717918983,0.0138821944245677,0.327407124219807,0.0785450596414411,0.32344199402827,0,0.0308959955078034,0.251863298090463,0.315253652732022,0.285648309020751,0.288624769089252,0.124629901410382,0,0.0765417182541896,0.224555302225426,0.362056383823062,0.102935020075917,0.144450492674867,0.0543256524871446,0,0.336232450939009,0.286814972637191,0.123288500434118,0.0964906707006399,0.403706890584732,0.0896989656433187,0,0.4903882,0.53717610183852,0.544882535934448,0.493353373821354,0.430538172715895,0.469336670838548
0.116173212597701,0.151323995352474,0.174521811838932,0.204808863802584,0.090631983755349,0.26254013265296,0,0.216831278041707,0.226100614962066,0.29581140126093,0.0867159224419719,0.174540783293325,0.0356531284911682,0,0.286635141647199,0.340390789415082,0.240217311234223,0.0971036292123275,0.243201551662101,0.173435739654231,0,0.199715803734848,0.178390300620794,0.205256604328027,0.262839088779664,0.112197929820339,0.172100561691983,0,0.277737332551918,0.175125087156097,0.0812640474043915,0.266114197956354,0.0832938184870849,0.231515009704535,0,0.337812926447635,0.26683136534833,0.284843489003533,0.221434623915949,0.199896594444125,0.0269939272880638,0,0.4882486,0.531615319440907,0.527253210544586,0.486570208808398,0.39424280350438,0.341677096370463
0.230427266918626,0.199989791042345,0.0177970089749614,0.254517237510456,0.048615996369115,0.248652699184497,0,0.162387268260769,0.101945432680235,0.182538748131746,0.162986189030693,0.390142361896557,0.0460354863327473,0,0.33711471171317,0.235459837572517,0.144652717779856,0.23673724660171,0.0921563054753123,0.0200055897569998,0,0.338450009525549,0.326612796880126,0.222775298362013,0.526463510700643,0.149830203966117,0.104710582363374,0,0.101262531652465,0.117733171317402,0.24919596602413,0.252427970747644,0.0687532896774813,0.227373517988777,0,0.202249255561968,0.144112992459411,0.17791803930474,0.412395736707998,0.0839140866597878,0.181659144868064,0,0.5102941,0.58891118238098,0.591110110282898,0.51114017269311,0.816020025031289,0.804755944931164
0.301796844388261,0.0122571674731369,0.109404961129105,0.185356968408706,0.119809052259708,0.271375006341084,0,0.28330559593932,0.115107589399287,0.300969840939106,0.0791366173854406,0.221480356336846,0.0133216224160359,0,0.09033712341143,0.178142130277794,0.64418797695322,0.0740111469415201,0.179486732240196,0.271205288180125,0,0.288072679932073,0.183927193283563,0.0773081063640421,0.263860871274664,0.269230899690504,0.103818142959786,0,0.258201172045184,0.104888914029863,0.215803060130332,0.413510075641938,0.174884723062955,0.150065326001176,0,0.0457368151635992,0.412867670441116,0.010259443600897,0.428858459717529,0.107322967814318,0.0406914584261407,0,0.4848691,0.522832058965709,0.525631785392761,0.485946339538431,0.340425531914894,0.336670838548185
0.0709283448089243,0.148207017276681,0.174322567973743,0.0304037885733121,0.460033337213942,0.116104944153397,0,0.229522384533014,0.163118677248283,0.230088134148527,0.164516230806032,0.212754573264145,0.334225995133717,0,0.247759624138826,0.0431526599117268,0.0951823523247364,0.279679368490994,0.0113355370779697,0.282047359223188,0,0.140945737131856,0.205988141043332,0.359683225523655,0.137526264633771,0.258408060445774,0.223953691461277,0,0.336069237560947,0.0440427458982312,0.0109128130887323,0.269879916981935,0.259442827825715,0.276396465688769,0,0.183367976414849,0.561107035089043,0.346217141490848,0.00574480657388774,0.0559714679991544,0.0309595488470674,0,0.4679866,0.478954741323298,0.481204211711884,0.468852119723535,0.157697121401752,0.153942428035044
0.107562650933398,0.249527595569796,0.0612184127208176,0.0757733630166629,0.257003919518304,0.248914058241021,0,0.0496533306842461,0.281077433626208,0.283693887594232,0.259752486390305,0.125822861705009,0.242861576487137,0,0.0510236315787735,0.306393222257749,0.370623969535705,0.0290976001406344,0.00584277816843864,0.236459976077848,0,0.136219124166013,0.338832184894666,0.282645936693034,0.26438155328275,0.0767915424331664,0.0135149796794735,0,0.30540113916964,0.33991078543497,0.144572863269029,0.0715705761321445,0.330651096875367,0.343464570239846,0,0.109740893483614,0.212061817505181,0.0706569932921188,0.250135098735824,0.220461424561754,0.246684665905122,0,0.4896595,0.535282223481285,0.536459445953369,0.490112455181694,0.421777221526909,0.410513141426783
0.077609620540773,0.344066647661728,0.0770198283684687,0.177948593279513,0.216590522365434,0.106764787784083,0,0.0578845111819731,0.00814806637526014,0.264426060820537,0.425062814278373,0.244478547343857,0.153522486656461,0,0.070845006267275,0.376682183268181,0.251409062764536,0.147541261043548,0.220302613449879,0.0455311585383829,0,0.265440585226428,0.258656038376794,0.210069604408516,0.192086770783776,0.325439236092027,0.128736675454453,0,0.00432570768260162,0.349411609987142,0.10864521339028,0.1401456138782,0.00662779410555299,0.227639034467161,0,0.516942344158806,0.29273365213298,0.225377073284906,0.127883468910689,0.0968731467522029,0.257132658919221,0,0.4996602,0.561273865154406,0.56400066614151,0.500709380308604,0.614518147684606,0.607008760951189
