"fit.power","a1","a2","a3","a4","a5","w1_2","w1_3","w1_4","w1_5","w2_1","w2_3","w2_4","w2_5","w3_1","w3_2","w3_4","w3_5","w4_1","w4_2","w4_3","w4_5","w5_1","w5_2","w5_3","w5_4","w6_1","w6_2","w6_3","w6_4","status","iters","time","name","opt_val_mean","opt_val_sd","opt_val_max","opt_val_min"
0.6412576,0.425398655825749,0.569134308799186,0.00232065466520422,0.00314136869842556,1.67137898373086e-20,0.801728341287178,0.151133757985354,0.0323131340187439,0.0126922374072846,0.909945024341281,0.0428023191136607,0.0368240208198706,0.010099184285905,0.391254740058877,0.193063716812045,0.258987401270415,0.112602643198032,0.446130670956996,0.0574898489311952,0.285591901408763,0.13196400038552,0.303406194193161,0.122424643786877,0.0627859566757094,0.0371365219089987,0.303783766173069,0.114232885315463,0.190577372667609,0.229746674076224,4,872,837.172483921051,"NLOPT_LN_COBYLA",0.63740284,0.0096022835572066,0.6427884,0.6427884
0.6427884,0.764226381010492,0.226653517383224,0.00908014645393418,3.99551523503028e-05,1.99458426589947e-20,0.940105223748424,0.0442950252714335,0.0144148134991363,0.00110057013613711,0.67776030345064,0.164946825908117,0.132089827129531,0.0179386634308442,0.224443381921178,0.349323026884968,0.0257869497570704,0.305513924487676,0.391590309277229,0.0907671190137834,0.133927203861769,0.3441208743536,0.416437551393445,0.40351471236845,0.0579328273361439,0.00754665413432698,0.00636574430141794,0.273008297353698,0.247579956177723,0.162822065209611,4,1198,1179.0481069088,"NLOPT_LN_COBYLA",0.63740284,0.0096022835572066,0.6427884,0.6427884
0.6404846,0.678481878485275,0.319717755349789,0.00174927815402495,3.79369678485428e-05,5.83615027657252e-21,0.608974811351701,0.33202670028394,0.0565783954180373,0.00236208681242428,0.651175965607972,0.190437580978493,0.117554278614796,0.0301190049193925,0.20034659302484,0.628843032538266,0.0314446381726575,0.108874853725876,0.114734652964169,0.0989108841857756,0.0311172753097674,0.576131223460684,0.33612785415358,0.43126235247919,0.0425673162318038,0.0421225861325538,0.163224076628854,0.289882659288745,0.233364586985285,0.11947237791838,4,1450,1455.82546019554,"NLOPT_LN_COBYLA",0.63740284,0.0096022835572066,0.6427884,0.6427884
0.6202979,0.0309110200121887,0.90433307094784,0.0603696720849782,0.00416105571688012,0.000212031125058731,0.672937741071519,0.218322159751288,0.0153966852820772,0.0788357469534268,0.418732043203911,0.461365593028665,0.118075361882591,0.00163576933358427,0.686534595061288,0.307559071510723,0.00580914656413639,9.71868638513346e-05,0.320787173349566,0.135622595279378,0.113359105876254,0.201543503729953,0.278418152403886,0.146103083548895,0.0135383662136566,0.0572603419565462,0.0228459793543057,0.693929540941335,0.0429938630595357,0.234379719148909,4,1406,1404.07196593285,"NLOPT_LN_COBYLA",0.63740284,0.0096022835572066,0.6427884,0.6427884
0.6421857,0.691209879735008,0.306994373324359,0.00167844696795916,9.0481748697934e-05,3.08730581283206e-21,0.87761384846019,0.0432459488819593,0.0557705965796211,0.0232974196291224,0.585361419659242,0.305506825036337,0.0730162655072333,0.031953234334393,0.415390175566165,0.215355314584265,0.2711583250283,0.0591661599149856,0.163390642933597,0.289384075048641,0.187957664581056,0.104944126322597,0.509672623228279,0.0902729002000869,0.230122984545538,0.10001231421196,0.351682784655461,0.0712246483412876,0.0132201455033015,0.504412602683153,4,819,886.598839998245,"NLOPT_LN_COBYLA",0.63740284,0.0096022835572066,0.6427884,0.6427884
0.5597589,0.235949154720283,0.0665218161115624,0.0956472103161297,0.203195919764725,0.246123944208083,0.259577078449648,0.173446377804552,0.0219430957297249,0.21902420456596,0.0408313545605163,0.126642285096711,0.330111332965762,0.109715385210327,0.22583765604639,0.049051543893271,0.233392603398756,0.319172104108929,0.0530781236936886,0.106949839681189,0.330712997548735,0.140527443271469,0.365729553649761,0.109756295500117,0.173328405274994,0.208701181008627,0.328564981846336,0.261161749844408,0.0470418313605622,0.319875605496512,6,2629,2573.08001112938,"NLOPT_GN_ISRES",0.555606,0.0137552610240591,0.5687677,0.5687677
0.5384837,0.152517887061463,0.0443650093509988,0.0267455504879193,0.09346717031696,0.303701162838956,0.460948270653953,0.0786480280120425,0.217705179089574,0.0814422724204061,0.47158938164486,0.0587656346848204,0.276705289922294,0.0516865157902991,0.0034663919197144,0.392545449054379,0.126072078711633,0.25464474698316,0.306458057373671,0.278575804877939,0.304009184674207,0.0201841990815001,0.156663625627107,0.310156873282732,0.115697694116377,0.217198087867502,0.0997981653401945,0.099491302971195,0.203824515938078,0.455169569128255,6,2655,2573.34404087067,"NLOPT_GN_ISRES",0.555606,0.0137552610240591,0.5687677,0.5687677
0.5687677,0.0656404830414269,0.252569997227439,0.205891950864577,0.101547882646642,0.227071482209588,0.301332317674926,0.248607035332264,0.208315237930425,0.147728043513274,0.202744492094549,0.255527917812142,0.0648121737990665,0.435042961965893,0.205470565905536,0.214850947010598,0.404872641948534,0.173794476347305,0.213606444673029,0.0746813981154108,0.230417794854434,0.33958222645953,0.270436014798907,0.233174488782197,0.36122454878423,0.0919663170993739,0.377362973753294,0.0738622525821322,0.158668019372589,0.138494690914448,6,2666,2573.05043911934,"NLOPT_GN_ISRES",0.555606,0.0137552610240591,0.5687677,0.5687677
0.5438231,0.01944175739314,0.166162115936214,0.173073159407497,0.355979139077074,0.107563162951709,0.145490673545715,0.263429282141545,0.390838296617698,0.046343459856178,0.404052737204189,0.137702681142168,0.225381301399698,0.228988562518136,0.312326351232058,0.11453957953872,0.157160212556677,0.287462785349114,0.16867785498395,0.0596069569869117,0.278861875332667,0.481858067384861,0.13668413459896,0.346310720745703,0.303773185353168,0.0718065978244887,0.145452107627409,0.279248065804517,0.00137230370020817,0.272296492764045,6,2753,2572.91623711586,"NLOPT_GN_ISRES",0.555606,0.0137552610240591,0.5687677,0.5687677
0.5671966,0.136655620692391,0.190173798774023,0.308754951004698,0.0379253686045787,0.100424848507395,0.121348496504312,0.274434705315146,0.191476399357611,0.290400162298804,0.0549938243604967,0.288719103620763,0.173471183253608,0.207753337193366,0.109357413996518,0.165081036088343,0.346121110698962,0.357954849089236,0.271157017209638,0.124388743084855,0.141978664392372,0.247206583573801,0.0874367218862793,0.281288787400015,0.129882903879197,0.195463162281359,0.0727797699804392,0.385679774701753,0.181147920254371,0.320493764136383,6,3414,2572.61978411674,"NLOPT_GN_ISRES",0.555606,0.0137552610240591,0.5687677,0.5687677
