"TD_MSE","VD_MSE","opt_fit_power","opt_real_power","opt_rank","a1","a2","a3","a4","a5","w1_2","w1_3","w1_4","w1_5","w2_1","w2_3","w2_4","w2_5","w3_1","w3_2","w3_4","w3_5","w4_1","w4_2","w4_3","w4_5","w5_1","w5_2","w5_3","w5_4","w6_1","w6_2","w6_3","w6_4","max_power","hidden","layer","drop_rate","time","iters","status","total_time","opt_value_mean","opt_value_sd","opt_value_max","opt_value_min"
1.58150385869995e-06,8.92695800463789e-06,0.742031097412109,0.7945098,1,0.541682677768533,0.455803551380717,0.00132847756331427,0.000868791084715936,5.09335059997678e-05,0.923639666959348,0.0239968948761422,0.0431627513983315,0.00882751021073174,0.751444785766785,0.123007213155092,0.102984688314122,0.0140521597020459,0.498830164838071,0.194653222269588,0.103805611920178,0.0508272607565708,0.486656219850748,0.233924829116278,0.0697580709690956,0.0642670370645194,0.200995623224851,0.0730720858957189,0.130282358839941,0.404714562012739,0.361205511447817,0.178579434798748,0.0779029024599045,0.271279482845081,0.7801533,30,2,0,825.649132013321,924,4,1846.52042989731,0.79379398,0.000620494997562455,0.7945098,0.7928503
5.5653967175092e-07,7.12307769710875e-06,0.731222808361053,0.7937164,1,0.487558188872288,0.502036111267456,0.0066560915557793,0.00374935237849187,1.96825387173096e-06,0.902406154220454,0.00617662195990125,0.0202094475024725,0.0424251229411219,0.583084399750542,0.20522671588568,0.208096886235833,0.000758715094133382,0.570844808582576,0.335709622351745,0.0363965199397667,0.0431231226407619,0.276526738259443,0.448619402397355,0.198077949039754,0.0077017740395941,0.0109977304539372,0.0446638195589972,0.328312769387725,0.385927236404371,0.0416949833584623,0.305247927648791,0.0422517477518107,0.548968280594331,0.7801533,30,2,0,864.52791595459,960,4,1846.52042989731,0.79379398,0.000620494997562455,0.7945098,0.7928503
9.04492331906459e-07,6.72193048358146e-06,0.740229487419128,0.7937412,1,0.741712120016748,0.257203848781841,0.000442487547756162,0.000518317707195515,0.000123225946460775,0.904942431742888,0.0436146855099499,0.0398463530878871,0.00838549586433441,0.332236780715246,0.38260890647419,0.248226198479973,0.0234437504560049,0.354832371147205,0.500973246065047,0.052190574091612,0.019790992969263,0.0349687112569546,0.181447370318914,0.270117756929366,0.219076406122162,0.0511873262566682,0.436949360679158,0.152776778741596,0.0645418578179528,0.619559234236826,0.00106541484994291,0.0440017190277158,0.0331407712509692,0.7801533,30,2,0,619.610065937042,686,4,1846.52042989731,0.79379398,0.000620494997562455,0.7945098,0.7928503
2.39964115339925e-06,1.33518380151528e-05,0.79749321937561,0.7941522,1,0.538852023822672,0.453935492935535,0.00266648502791646,0.00452703009608759,1.89681177885314e-05,0.789163600621502,0.0386260904986089,0.163857672508858,0.0047325657479745,0.776062761307547,0.165166041593735,0.0397210900347236,0.00677407211703961,0.545497218257659,0.0391410786514513,0.0817761878939862,0.176014172645425,0.014250817216124,0.122473231566087,0.50828170950649,0.210347377038097,0.628621464405416,0.200557143369087,0.107255330227943,0.0635552779109999,0.407567770923215,0.407086960336139,0.139690479931372,0.00359397624345714,0.7801533,30,2,0,867.630625009537,972,4,1846.52042989731,0.79379398,0.000620494997562455,0.7945098,0.7928503
1.17658893202501e-06,9.77250433697836e-06,0.747169315814972,0.7928503,1,0.608028387338079,0.348974397775855,0.00164999349589535,0.041347221390166,4.91279109407494e-20,0.778668851536979,0.0478377431471529,0.144881472351114,0.0173979411934206,0.4387573084078,0.39030216733463,0.153361596720021,0.0113744791225921,0.341580427563746,0.414743206574389,0.0717729394311788,0.06396562175755,0.406123646217252,0.251581212432576,0.0674977304356392,0.142443563527608,0.22723917696873,0.405384016932496,0.123399460976283,0.0558343639237625,0.41039755018707,0.442770595372965,0.0909508582811678,0.0471911181304466,0.7801533,30,2,0,996.734055042267,1119,4,1846.52042989731,0.79379398,0.000620494997562455,0.7945098,0.7928503
