"a1","a2","a3","a4","a5","a6","w1_1","w1_2","w1_3","w1_4","w1_5","w1_6","w2_1","w2_2","w2_3","w2_4","w2_5","w2_6","w3_1","w3_2","w3_3","w3_4","w3_5","w3_6","w4_1","w4_2","w4_3","w4_4","w4_5","w4_6","w5_1","w5_2","w5_3","w5_4","w5_5","w5_6","w6_1","w6_2","w6_3","w6_4","w6_5","w6_6","target.power","target.power.norm","fit.power","fit.target.power","rank.target.power","rank.fit.power"
0.154466530840418,0.0667767555222855,0.116169275863095,0.248675132632939,0.0191569444970448,0.394755360644218,0,0.0759351352856005,0.206531289028981,0.309129199289,0.215024923573046,0.193379452823373,0.125075219439439,0,0.203807479815463,0.0539722293938891,0.215528858828633,0.401616212522575,0.255472220436681,0.225577070820623,0,0.265066976545836,0.235436400344696,0.018447331852164,0.263382473171999,0.305077921773885,0.143744683939273,0,0.0708614440303815,0.216933477084462,0.216820405855533,0.373270591752591,0.204371201284274,0.098411281200026,0,0.107126519907576,0.354771793388547,0.176598865409523,0.1562027268906,0.0934697663063877,0.218956848004942,0,0.4737276,0.549234443006142,0.553168594837189,0.475371804008901,0.221526908635795,0.215269086357947
0.0756073353501661,0.173854966104902,0.14341610264474,0.289512996048369,0.0543968863653822,0.263211713486441,0,0.338059965949928,0.00291822943570815,0.19919500631345,0.285401369689132,0.174425428611782,0.102580715363267,0,0.321998649370768,0.134887063432522,0.176284435148834,0.264249136684609,0.670744362962754,0.138804957827838,0,0.126513078494694,0.0380442297784582,0.0258933709362558,0.256789791311877,0.300239032643377,0.242382027861873,0,0.162491687023462,0.0380974611594112,0.0657272821710121,0.441636192152728,0.27955589402608,0.170418340176745,0,0.0426622914734351,0.21937457495857,0.109279787404051,0.117330607770128,0.230390261052692,0.323624768814559,0,0.4879574,0.583282647135532,0.590766489505768,0.491085129725635,0.426783479349186,0.445556946182728
0.284590557578894,0.256750192053276,0.19309017567071,0.119379558323637,0.064504925686734,0.0816845906867492,0,0.0624555035064936,0.367998789060288,0.151110606464644,0.160717453944952,0.257717647023622,0.27827650892557,0,0.192054678524963,0.0613146996290984,0.204634017278766,0.263720095641604,0.235237386512265,0.112096259739437,0,0.189322755010058,0.333745295842868,0.129598302895372,0.209248723145757,0.277853686778627,0.0626527636861205,0,0.187235294309776,0.263009532079719,0.00661521008609306,0.0468997981382221,0.37286406573703,0.282515521807669,0,0.291105404230985,0.147287813635775,0.0720402422603987,0.308395791854592,0.103385014697327,0.368891137551907,0,0.5186453,0.656710796758317,0.66222470998764,0.520949735269845,0.957446808510638,0.961201501877347
0.262538383813726,0.254721428442279,0.0763285950775465,0.127777902630471,0.0929822936664925,0.185651396369485,0,0.118763086943412,0.236636859910872,0.0442322095381154,0.510036442555344,0.0903314010522561,0.33559202145981,0,0.1009770112831,0.09137534960911,0.252853184631603,0.219202433016377,0.163267036578446,0.216142860672482,0,0.310145140221753,0.0567684625588471,0.253676499968472,0.0623637182625268,0.373520214411289,0.0178743879098657,0,0.423354760596164,0.122886918820155,0.221453772608301,0.205485107689578,0.0489932341119218,0.186946286661598,0,0.337121598928602,0.150658959351927,0.168025148578475,0.237892478480673,0.412199318574054,0.0312240950148712,0,0.5140026,0.645602025214688,0.650601029396057,0.516091838816524,0.919899874843554,0.914893617021277
0.0763158358227995,0.214627389621653,0.122499422615121,0.276930236311344,0.175169430612969,0.134457685016113,0,0.305240293149965,0.265576167564606,0.239120925143578,0.155736415064751,0.0343261990771005,0.150735139834591,0,0.048682743164271,0.338009580299214,0.225612400865339,0.236960135836584,0.194552771502709,0.327698155137394,0,0.233377911688282,0.01250429263944,0.231866869032174,0.259708091678002,0.231557045961941,0.277539084203776,0,0.137672670194614,0.0935231079616663,0.115509291955019,0.0253648663744731,0.290772589227975,0.147806555639015,0,0.420546696803517,0.014051634570426,0.308061293318755,0.582926239389128,0.00432835835302131,0.09063247436867,0,0.4878739,0.583082853389674,0.585856914520264,0.489033266142368,0.424280350438048,0.403003754693367
0.173373958304588,0.0681754641060817,0.262098555558651,0.0732259450703585,0.244447023015077,0.178679053945244,0,0.171701688035171,0.30821143016977,0.201650083370845,0.248873882765085,0.0695629156591288,0.259448764643944,0,0.0968691902498566,0.177283502370724,0.14095851822763,0.325440024507845,0.213462069824583,0.136221044261709,0,0.289302409166371,0.149143630414675,0.211870846332663,0.454302906166016,0.238446540774569,0.159128084224384,0,0.0752558047579624,0.0728666640770681,0.0159999584157553,0.336866657366098,0.158099706932306,0.348097569540894,0,0.140936107744946,0.311348052654821,0.308046398108114,0.109565854922675,0.225183650660246,0.0458560436541448,0,0.4780076,0.559475367943512,0.567896127700806,0.481526896546125,0.289111389236546,0.305381727158949
0.295021007917913,0.0327762832686077,0.110678149091141,0.0902361045336819,0.261193802407734,0.210094652780922,0,0.0387039158250561,0.196812460579452,0.173813435645893,0.419308996874648,0.17136119107495,0.216660324782658,0,0.225939966664059,0.0860898895285722,0.201402464518348,0.269907354506363,0.192005106018598,0.0623353750792259,0,0.104401801962836,0.355244136280254,0.286013580659087,0.145148232444673,0.326902550782933,0.243369200164651,0,0.0905240681270136,0.19405594848073,0.250736815711526,0.287671517500478,0.0438726008817647,0.169096551906082,0,0.248622514000149,0.319803699628914,0.016811539685311,0.290271872978966,0.00384290201340573,0.369269985693403,0,0.4629577,0.52346487817367,0.52605926990509,0.464041976730704,0.123904881101377,0.11514392991239
0.074713370871865,0.0905627119971349,0.293607330010099,0.176930159303909,0.128912248498986,0.235274179318006,0,0.338227748497089,0.191958520770357,0.00827667714069264,0.101551013234424,0.359986040357439,0.52568684748727,0,0.187326920323078,0.0307767906827536,0.156150410001523,0.100059031505376,0.275016495496815,0.434535449475617,0,0.0415021921373574,0.217731438888303,0.0312144240019074,0.175748755650937,0.285907226191559,0.386422976715964,0,0.0346781490071213,0.117242892434419,0.473322294596425,0.154963429038453,0.31950309141408,0.0163642944742785,0,0.0358468904767635,0.20485150022784,0.104085171268759,0.244148400118559,0.231411279016806,0.215503649368037,0,0.4793061,0.562582340147058,0.567775189876556,0.481476352880299,0.309136420525657,0.304130162703379
0.241778098003036,0.156125977584246,0.102918633664963,0.171670644885809,0.182398535297742,0.145108110564205,0,0.235478866943163,0.0778311763967289,0.427726269933284,0.118942359988293,0.140021326738532,0.190744710173732,0,0.0475296578386873,0.177492593435313,0.307375043244817,0.27685799530745,0.259223624903032,0.32249400593366,0,0.0736295753486296,0.0121113329708016,0.332541460843876,0.0964931503266347,0.154322608146522,0.0317663457531351,0,0.328274481418699,0.389143414355009,0.404242766098068,0.0920957955847328,0.0857625157776825,0.346830324129606,0,0.0710685984099112,0.0581336676968768,0.0936136329680632,0.18739216703811,0.400362097879432,0.260498434417518,0,0.499866,0.611776824404028,0.619247555732727,0.502988250214934,0.682102628285357,0.699624530663329
0.181806693950112,0.0875537407206817,0.221251751271266,0.254153891211779,0.145019750751179,0.110214172094982,0,0.347212484972484,0.0869320252651976,0.194604320405295,0.338718035735278,0.0325331336217447,0.197372412124568,0,0.0705234918966659,0.270141878721397,0.316885833643406,0.145076383613963,0.155777540540443,0.313994153349847,0,0.0904792034206877,0.221033568955754,0.218715533733268,0.257968734561704,0.194995005592903,0.0750947742683373,0,0.264360750152222,0.207580735424834,0.145842072417326,0.179656486171056,0.330753038146859,0.165183145954964,0,0.178565257309795,0.272683416435056,0.206058969249029,0.383041999103084,0.0238971144680715,0.11431850074476,0,0.4917266,0.592301360750937,0.598362982273102,0.49425993954438,0.501877346683354,0.509386733416771
