"a1","a2","a3","a4","a5","w1_1","w1_2","w1_3","w1_4","w1_5","w2_1","w2_2","w2_3","w2_4","w2_5","w3_1","w3_2","w3_3","w3_4","w3_5","w4_1","w4_2","w4_3","w4_4","w4_5","w5_1","w5_2","w5_3","w5_4","w5_5","target.power","target.power.norm","fit.power","fit.target.power","rank.target.power","rank.fit.power"
1,0,0,0,0,0,0.018289869157114,0.394596610948787,0.390385541650123,0.196727978243976,0,0,0.533393210468515,0.378919079714574,0.0876877098169115,0,0.00644749113550144,0,0.765182227891053,0.228370280973446,0,0.462799724228614,0.0915254801625853,0,0.445674795608801,0,0.425556144443319,0.366461872226704,0.207981983329977,0,0.6576888,0.366401474344231,0.388886481523514,0.665119015592408,0.0137672090112641,0.0187734668335419
1,0,0,0,0,0,0.559430249390023,0.239576887548641,0.123931177934042,0.0770616851272942,0,0,0.778828995117937,0.0139832180636167,0.207187786818447,0,0.55333375192244,0,0.0942018543954598,0.3524643936821,0,0.67103022257072,0.21669535610972,0,0.11227442131956,0,0.185180270411181,0.242115803677972,0.572703925910846,0,0.7608516,0.678588418287679,0.661266446113586,0.755127519651127,0.997496871088861,0.996245306633292
1,0,0,0,0,0,0.0586456764442186,0.474563404982857,0.457434545167816,0.00935637340510818,0,0,0.283283237777145,0.265866671852298,0.450850090370558,0,0.290249495298691,0,0.288710214152627,0.421040290548682,0,0.408580485085688,0.116522954954361,0,0.474896559959951,0,0.327644001119218,0.398772318552302,0.273583680328479,0,0.7055973,0.511380170191132,0.510544538497925,0.705321163835716,0.21026282853567,0.188986232790989
1,0,0,0,0,0,0.118614609880186,0.163017817032349,0.612549517434305,0.10581805565316,0,0,0.0988541523256045,0.404738126098287,0.496407721576108,0,0.298827583154327,0,0.558512258673863,0.14266015817181,0,0.245969151993691,0.249577198417352,0,0.504453649588957,0,0.0930191650202031,0.517334701809791,0.389646133170006,0,0.6964506,0.48370080979991,0.487596362829208,0.697737893289638,0.122653316645807,0.127659574468085
1,0,0,0,0,0,0.14091621012833,0.504169221991109,0.168095690924395,0.186818876956166,0,0,0.171269659838492,0.72009704671736,0.108633293444147,0,0.407447596261641,0,0.469296369733493,0.123256034004866,0,0.401341410593414,0.1939819152817,0,0.404676674124886,0,0.304150341510427,0.288557968334919,0.407291690154653,0,0.7265461,0.574774551220752,0.56950169801712,0.724803675113153,0.53566958698373,0.503128911138924
1,0,0,0,0,0,0.147761826774984,0.341319638127819,0.336656369339641,0.174262165757556,0,0,0.101775477542978,0.501850533934685,0.396373988522337,0,0.337884327527868,0,0.361112482822062,0.301003189650069,0,0.539644906850769,0.357158173888518,0,0.103196919260713,0,0.361285086673728,0.435478508824748,0.203236404501524,0,0.718913,0.5516755837459,0.550365328788757,0.718480023628902,0.385481852315394,0.369211514392991
1,0,0,0,0,0,0.42496712981187,0.0301739904128948,0.133721443143887,0.411137436631348,0,0,0.467569311081319,0.129944297915175,0.402486391003506,0,0.135136240645351,0,0.707460587235352,0.157403172119297,0,0.395379866570015,0.245101149985519,0,0.359518983444466,0,0.157561444433921,0.611789815444573,0.230648740121506,0,0.7327489,0.593545204749858,0.587413191795349,0.730722564055157,0.672090112640801,0.630788485607009
1,0,0,0,0,0,0.0487210588010646,0.333890371364796,0.360220199685881,0.257168370148259,0,0,0.321650462426642,0.578978362200768,0.0993711753725895,0,0.3607834721078,0,0.0196588750937601,0.61955765279844,0,0.0334753880054976,0.745674829276846,0,0.220849782717657,0,0.340665644879611,0.226122710037516,0.433211645082873,0,0.6893232,0.462132170481643,0.462572515010834,0.68946871273036,0.0901126408010012,0.0826032540675845
1,0,0,0,0,0,0.208058223320373,0.316329953223974,0.288722219092107,0.186889604363546,0,0,0.333018382964899,0.492510254138442,0.174471362896659,0,0.374821843345437,0,0.480871247306524,0.144306909348039,0,0.646954942231153,0.171731960649441,0,0.181313097119406,0,0.427175878891718,0.161599479058403,0.411224642049879,0,0.727758,0.578441952235121,0.5760777592659,0.726976747704935,0.563204005006258,0.548185231539424
1,0,0,0,0,0,0.20288850268095,0.165683323002722,0.464971143991599,0.16645703032473,0,0,0.455202066238402,0.160993987038729,0.38380394672287,0,0.158611509704129,0,0.745652122029081,0.0957363682667907,0,0.270554755998747,0.431819791310563,0,0.29762545269069,0,0.412382178539167,0.245775621792466,0.341842199668368,0,0.7153089,0.540769007299093,0.54023665189743,0.71513298209281,0.324155193992491,0.30287859824781
1,0,0,0,0,0,0.187561750800456,0.232528328851167,0.252807074878385,0.327102845469992,0,0,0.230404591482395,0.348256113483498,0.421339295034107,0,0.048348515507456,0,0.120584281051094,0.83106720344145,0,0.458203329646291,0.107801617053867,0,0.433995053299842,0,0.124240824513527,0.31715780404872,0.558601371437753,0,0.7080727,0.518871121978381,0.521953403949738,0.709091246241999,0.241551939924906,0.240300375469337
1,0,0,0,0,0,0.253242778772073,0.363721202996563,0.152989680902686,0.230046337328678,0,0,0.138703471122425,0.0499210528268493,0.811375476050725,0,0.359458558643483,0,0.30105105677078,0.339490384585737,0,0.684849160569385,0.248303915937713,0,0.0668469234929022,0,0.51246083513188,0.383081185640933,0.104457979227187,0,0.7334233,0.59558604577972,0.593429267406464,0.732710588273001,0.684605757196496,0.684605757196496
1,0,0,0,0,0,0.0470572854603473,0.412466087193258,0.267388730719849,0.273087896626546,0,0,0.67720179930879,0.29650475909404,0.02629344159717,0,0.517945038707271,0,0.276305334268147,0.205749627024582,0,0.226960881774775,0.40427695281483,0,0.368762165410395,0,0.186006133245106,0.382240017416754,0.43175384933814,0,0.7022582,0.501275525643664,0.493894875049591,0.699819249249887,0.171464330413016,0.14017521902378
1,0,0,0,0,0,0.179885438578862,0.388857197029809,0.1266059969246,0.304651367466728,0,0,0.172609919724505,0.540091446319397,0.287298633956098,0,0.0794136075420773,0,0.459079800980668,0.461506591477255,0,0.453469645528396,0.0371831788841565,0,0.509347175587447,0,0.434457026448824,0.00284052209222761,0.562702451458949,0,0.7153735,0.540964497113045,0.542869746685028,0.716003093531561,0.327909887359199,0.316645807259074
1,0,0,0,0,0,0.0449506165982327,0.356527516680191,0.405075779860391,0.193446086861185,0,0,0.427660678915954,0.104422215589374,0.467917105494672,0,0.49562758404881,0,0.34876885386121,0.15560356208998,0,0.364060301225117,0.117056625157024,0,0.518883073617859,0,0.211105299735137,0.337434335313036,0.451460364951827,0,0.6974476,0.486717889436287,0.487276434898376,0.697632172465038,0.133917396745932,0.126408010012516
1,0,0,0,0,0,0.366248612916774,0.118733586905215,0.088090696835855,0.426927103342156,0,0,0.301506146680151,0.351653513718994,0.346840339600855,0,0.423502483255845,0,0.301454883066389,0.275042633677767,0,0.396637747757328,0.0705665942891792,0,0.532795657953493,0,0.458174627403089,0.136707781391284,0.405117591205627,0,0.730981,0.588195259825935,0.583106517791748,0.729299415017319,0.622027534418022,0.607008760951189
1,0,0,0,0,0,0.228350229828835,0.265627140475001,0.239021668367253,0.26700096132891,0,0,0.327752891718314,0.312648859072298,0.359598249209389,0,0.37147366978532,0,0.397175923896209,0.231350406318471,0,0.47440504773828,0.391560861357658,0,0.134034090904062,0,0.252301302643624,0.0945607252789467,0.653137972077429,0,0.7252216,0.570766404803118,0.57071977853775,0.725206192257357,0.509386733416771,0.509386733416771
1,0,0,0,0,0,0.311912775680674,0.293600935052911,0.0903360909807716,0.304150198285643,0,0,0.136698532555538,0.320294289866384,0.543007177578077,0,0.614198149870311,0,0.0196051051247279,0.366196745004961,0,0.24804490131173,0.358809271843619,0,0.393145826844651,0,0.61420264340997,0.186495190704803,0.199302165885227,0,0.7379069,0.609154128284895,0.605682671070099,0.736759750020456,0.784730913642053,0.780976220275344
1,0,0,0,0,0,0.581227212990163,0.0738435375419088,0.269672877579732,0.0752563718881958,0,0,0.464738075936509,0.312097217417516,0.223164706645975,0,0.324171814977845,0,0.305982894919448,0.369845290102708,0,0.147588433865841,0.386494882622762,0,0.465916683511397,0,0.347023732576368,0.598774155594837,0.0542021118287952,0,0.7517305,0.650986527544091,0.651676535606384,0.751958514544201,0.951188986232791,0.95244055068836
1,0,0,0,0,0,0.212028227151542,0.0188927698569815,0.344423083193306,0.42465591979817,0,0,0.772981218355823,0.202317669155028,0.0247011124891493,0,0.33618999266472,0,0.327674247441699,0.33613575989358,0,0.294987566227237,0.0923511474086891,0,0.612661286364074,0,0.287420182286252,0.353703802730035,0.358876014983712,0,0.7042635,0.507343880503069,0.514557659626007,0.706647307738733,0.191489361702128,0.205256570713392
1,0,0,0,0,0,0.228536137467141,0.348108633648062,0.0771378949144822,0.346217333970314,0,0,0.225845711307423,0.261786501208925,0.512367787483652,0,0.170884545073267,0,0.511212880053367,0.317902574873366,0,0.305197744382231,0.364322548784792,0,0.330479706832977,0,0.491167641344834,0.502076293416781,0.006756065238385,0,0.7257848,0.57247073705107,0.569812715053558,0.724906451314878,0.521902377972466,0.505632040050063
1,0,0,0,0,0,0.553915603227806,0.135135308149311,0.00500053137028933,0.305948557252593,0,0,0.626770863586938,0.181762976903756,0.191466159509307,0,0.00138487324851494,0,0.606846539872276,0.391768586879209,0,0.415949714249941,0.496731605733287,0,0.0873186800167717,0,0.186974960533441,0.585864580842622,0.227160458623937,0,0.7524706,0.653226187161827,0.644984483718872,0.749747112613869,0.956195244055069,0.936170212765957
1,0,0,0,0,0,0.308369646400538,0.339739587567691,0.177779401235866,0.174111364795905,0,0,0.494552009877986,0.0637270460183288,0.441720944103685,0,0.242491676973332,0,0.554640019676681,0.202868303349986,0,0.364129091987395,0.5834222996901,0,0.0524486083225048,0,0.667551763790476,0.26595667542239,0.0664915607871339,0,0.739551,0.614129434834711,0.613886594772339,0.739470753015709,0.817271589486859,0.821026282853567
1,0,0,0,0,0,0.352044291602287,0.332036704685222,0.0960180787732286,0.219900924939262,0,0,0.511228469729714,0.175077410515947,0.31369411975434,0,0.145707728539309,0,0.315868976286923,0.538423295173768,0,0.486768513708323,0.0914159534170964,0,0.421815532874581,0,0.518622553848835,0.205772725237515,0.275604720913649,0,0.7407431,0.617736917918488,0.61675500869751,0.740418626134109,0.843554443053817,0.834793491864831
1,0,0,0,0,0,0.429764286967439,0.147488313630485,0.100531036540055,0.32221636286202,0,0,0.338994785678986,0.359118647860947,0.301886566460067,0,0.427454452472624,0,0.0290298027413845,0.543515744785992,0,0.361046410791994,0.492238235302122,0,0.146715353905884,0,0.0820476446722946,0.53171011711435,0.386242238213356,0,0.7403534,0.616557624102744,0.619860470294952,0.741444832129908,0.833541927409262,0.847309136420526
1,0,0,0,0,0,0.618359568394932,0.134478813842563,0.214421306580656,0.0327403111818489,0,0,0.303013396784208,0.307424182663688,0.389562420552104,0,0.495089316851382,0,0.321515202604623,0.183395480543994,0,0.422074836080645,0.458437488647447,0,0.119487675271908,0,0.403173308991648,0.233202193939334,0.363624497069018,0,0.7564767,0.665349279169138,0.658715784549713,0.754284648436022,0.97622027534418,0.987484355444305
1,0,0,0,0,0,0.274784541558325,0.290158083891595,0.238074478747061,0.196982895803019,0,0,0.399531195820478,0.338141465829604,0.262327338349919,0,0.474681113034251,0,0.203099345992613,0.322219540973136,0,0.250863096237312,0.615744804034177,0,0.133392099728511,0,0.474300933451122,0.0819457801438458,0.443753286405032,0,0.7347725,0.599668938302688,0.60018664598465,0.734943577538919,0.72090112640801,0.739674593241552
1,0,0,0,0,0,0.411214185329752,0.349033146849866,0.118317948554185,0.121434719266197,0,0,0.376383319142488,0.220298936905949,0.403317743951563,0,0.174964058783564,0,0.442264041723785,0.382771899492652,0,0.251063617427908,0.503900338764879,0,0.245036043807213,0,0.457079376892809,0.299010765150776,0.243909857956415,0,0.7472504,0.637429036592304,0.640583574771881,0.748292823450518,0.921151439299124,0.923654568210263
1,0,0,0,0,0,0.23204651874705,0.213525363392053,0.222821216553212,0.331606901307685,0,0,0.264524450494615,0.511419276038381,0.224056273467004,0,0.490213433144851,0,0.089280107675443,0.420506459179706,0,0.0091967660801051,0.819588400699084,0,0.171214833220811,0,0.344190715603858,0.448409347158936,0.207399937237206,0,0.7233052,0.564967075399756,0.566322445869446,0.72375308488245,0.471839799749687,0.476846057571965
1,0,0,0,0,0,0.0444340381339808,0.199253743349037,0.000649480884223764,0.755662737632758,0,0,0.440042937707262,0.501242939370256,0.0587141229224821,0,0.306920809851883,0,0.621937600988751,0.0711415891593659,0,0.13030458459035,0.811951735136587,0,0.0577436802730624,0,0.158671664273459,0.443835546525665,0.397492789200875,0,0.6710937,0.406966821202474,0.411194354295731,0.672490696765733,0.032540675844806,0.0350438047559449
1,0,0,0,0,0,0.421415054123696,0.121238375171981,0.224761951049908,0.232584619654415,0,0,0.325221132950008,0.333816372787052,0.34096249426294,0,0.584022792614038,0,0.346136552522733,0.0698406548632286,0,0.361046798828363,0.100235133404824,0,0.538718067766813,0,0.47060580683462,0.407812598877158,0.121581594288222,0,0.7388748,0.61208314672025,0.609659075737,0.738073760895443,0.804755944931164,0.795994993742178
1,0,0,0,0,0,0.158775875100094,0.256562242510055,0.241691813728026,0.342970068661825,0,0,0.166405274337768,0.288966391579449,0.544628334082783,0,0.0958332595938353,0,0.345913360275077,0.558253380131087,0,0.4276339119171,0.530538654571143,0,0.0418274335117563,0,0.739944752968174,0.204387895081623,0.0556673519502037,0,0.710227,0.525390374396281,0.527780055999756,0.711016675065231,0.260325406758448,0.261576971214018
1,0,0,0,0,0,0.376837962309313,0.338643732629377,0.0617974262229466,0.222720878838364,0,0,0.163905901129933,0.167550136685557,0.66854396218451,0,0.255748474499739,0,0.521581666558542,0.222669858941719,0,0.429416934833015,0.0337637374895229,0,0.536819327677462,0,0.267933378088658,0.437658623872035,0.294407998039307,0,0.742211,0.622179015409197,0.622717142105103,0.742388825042915,0.86107634543179,0.858573216520651
1,0,0,0,0,0,0.0851175402139455,0.363233207631445,0.227522538355191,0.324126713799419,0,0,0.11998276363418,0.461903175637197,0.418114060728623,0,0.36677555998279,0,0.385259005261704,0.247965434755506,0,0.629031442790321,0.204679125757474,0,0.166289431452206,0,0.30298574091714,0.305007839579556,0.392006419503304,0,0.7061178,0.512955285487756,0.517231285572052,0.707530812779856,0.217772215269086,0.215269086357947
1,0,0,0,0,0,0.204138087254088,0.356770681946707,0.142580463704393,0.296510767094812,0,0,0.298131105984172,0.320497773942874,0.381371120072954,0,0.238253215472356,0,0.0917795357458763,0.669967248781768,0,0.536719654920195,0.404554997573925,0,0.0587253475058806,0,0.393686203832735,0.13720727403094,0.469106522136325,0,0.7232256,0.564726193214143,0.563807010650635,0.722921854283524,0.470588235294118,0.470588235294118
1,0,0,0,0,0,0.449470940468768,0.147378179642153,0.151104381421369,0.25204649846771,0,0,0.420342061118715,0.340313598251502,0.239344340629783,0,0.525041788921381,0,0.399790480007572,0.0751677310710469,0,0.570833806286712,0.322639656028815,0,0.106526537684473,0,0.0630785663701188,0.391066992480823,0.545854441149059,0,0.7442697,0.628408967111714,0.634198725223541,0.74618293714757,0.889862327909887,0.903629536921151
1,0,0,0,0,0,0.0175754486144442,0.407378826032179,0.323199834058908,0.251845891294468,0,0,0.469333962119451,0.162600751604299,0.36806528627625,0,0.0120278220515029,0,0.440429137139738,0.547543040808759,0,0.391625837290902,0.334810721766154,0,0.273563440942943,0,0.0135567287632998,0.729539694428224,0.256903576808476,0,0.6445825,0.326739738297847,0.369450807571411,0.658696458263588,0.00500625782227785,0.00876095118898623
1,0,0,0,0,0,0.21920951641834,0.323660309433734,0.148793721890364,0.308336452257562,0,0,0.0688388968114611,0.736225122612518,0.194935980576021,0,0.165901533927954,0,0.213188181732622,0.620910284339424,0,0.517940602263935,0.0701065773255917,0,0.411952820410473,0,0.36778153862657,0.38634248240775,0.24587597896568,0,0.7217202,0.560170614794282,0.55868673324585,0.721229848374558,0.445556946182728,0.445556946182728
1,0,0,0,0,0,0.0499350582763702,0.36775578155511,0.187663685015919,0.394645475152601,0,0,0.511895593667503,0.486427269784131,0.00167713654836595,0,0.599459663577133,0,0.14482739977372,0.255712936649147,0,0.242902854772652,0.30342548149623,0,0.453671663731118,0,0.34966978524167,0.348376625306347,0.301953589451983,0,0.7018318,0.499985171825258,0.500340342521667,0.70194916686697,0.166458072590738,0.158948685857322
1,0,0,0,0,0,0.226541574195788,0.239330609452686,0.00724637795406885,0.526881438397457,0,0,0.513652980547696,0.20573083510005,0.280616184352254,0,0.262629024267063,0,0.405481186133301,0.331889789599636,0,0.105043986899051,0.299426654181851,0,0.595529358919098,0,0.244940633355933,0.426261051585417,0.32879831505865,0,0.7206659,0.556980136298161,0.552851498126984,0.719301583259058,0.4180225281602,0.391739674593242
1,0,0,0,0,0,0.0069735521056177,0.54037028759415,0.372107739294894,0.0805484210053381,0,0,0.513796739916174,0.315222678410907,0.17098058167292,0,0.281856042742411,0,0.367828637368037,0.350315319889553,0,0.619072951143321,0.200934125031155,0,0.179992923825524,0,0.032004601719675,0.484103570659486,0.483891827620839,0,0.6887976,0.460541621778655,0.450491726398468,0.685476591971827,0.0863579474342929,0.0663329161451815
1,0,0,0,0,0,0.118030255011591,0.372310346184941,0.226931497263058,0.28272790154041,0,0,0.43634941233607,0.246188050807972,0.317462536855958,0,0.662551702858074,0,0.153178346408966,0.184269950732961,0,0.37146771749553,0.346398555157634,0,0.282133727346836,0,0.747645486094073,0.188922149762751,0.0634323641431759,0,0.7216898,0.560078619587716,0.557286977767944,0.720767296377373,0.444305381727159,0.431789737171464
1,0,0,0,0,0,0.244165583110728,0.29277586543043,0.303220107562538,0.159838443896304,0,0,0.206464125562237,0.433914552422106,0.359621322015657,0,0.64798333381081,0,0.100735024291312,0.251281641897879,0,0.327587532413309,0.353825495667123,0,0.318586971919568,0,0.257607605433159,0.329600108730998,0.412792285835842,0,0.7323682,0.592393146357111,0.589812397956848,0.731515386529636,0.658322903629537,0.655819774718398
1,0,0,0,0,0,0.177672244237285,0.174229490718494,0.238352571039912,0.409745694004309,0,0,0.473576810862418,0.105905764745322,0.420517424392261,0,0.43263706687714,0,0.00465762267475284,0.562705310448107,0,0.250140685065757,0.364111134827084,0,0.385748180107159,0,0.198870755969069,0.382971186826645,0.418158057204286,0,0.7101109,0.525039037439628,0.53045117855072,0.711899352854443,0.259073842302879,0.270337922403004
1,0,0,0,0,0,0.158163990353726,0.413118428386415,0.318834023305296,0.109883557954562,0,0,0.441634894616393,0.278235267217991,0.280129838165616,0,0.467651986651841,0,0.0848080193182312,0.447539994029927,0,0.334793718805058,0.381870032180817,0,0.283336249014124,0,0.204525839520512,0.196132932724112,0.599341227755377,0,0.7262375,0.573840678827787,0.568561673164368,0.724493042020512,0.530663329161452,0.493116395494368
1,0,0,0,0,0,0.163105674857105,0.235794967835044,0.289574494679729,0.311524862628122,0,0,0.52794806523368,0.0686600890063995,0.40339184575992,0,0.122026112703493,0,0.021071714438534,0.856902172857974,0,0.367061238634462,0.12945944942668,0,0.503479311938858,0,0.340338567382762,0.474820463940132,0.184840968677106,0,0.7088966,0.521364373645794,0.5187087059021,0.708019029282761,0.249061326658323,0.225281602002503
1,0,0,0,0,0,0.333395110007218,0.301032778783876,0.106186488930608,0.259385622278298,0,0,0.248802488537108,0.268551988788241,0.482645522674651,0,0.569013973227631,0,0.348850958306969,0.0821350684653999,0,0.456112605156081,0.181910568038043,0,0.361976826805876,0,0.545177281236258,0.105113853947116,0.349708864816626,0,0.7409344,0.618315821965066,0.619266450405121,0.741248537069273,0.844806007509387,0.843554443053817
1,0,0,0,0,0,0.448983255445908,0.0593343535275129,0.403377715292675,0.0883046757339039,0,0,0.294960416376311,0.365570630260621,0.339468953363068,0,0.125303037378234,0,0.33528890847092,0.539408054150847,0,0.309875279578411,0.340682075478386,0,0.349442644943203,0,0.318221558557669,0.441272346458637,0.240506094983693,0,0.7372869,0.607277910256255,0.601283967494965,0.735306189626646,0.778473091364205,0.74468085106383
1,0,0,0,0,0,0.384435772525454,0.207249637278827,0.38033426735721,0.0279803228385085,0,0,0.202602472779541,0.449829619881294,0.347567907339165,0,0.107262824520259,0,0.442483219810724,0.450253955669017,0,0.229761032247693,0.687717928160592,0,0.0825210395917145,0,0.371177385596847,0.189719613748189,0.439103000654964,0,0.7390466,0.61260304068367,0.60704642534256,0.7372104053473,0.806007509386733,0.784730913642053
1,0,0,0,0,0,0.212699118746707,0.509519532200319,0.178992660950192,0.0987886881027817,0,0,0.0617528785116711,0.326252666397777,0.611994455090552,0,0.384889279682803,0,0.553031959932699,0.0620787603844977,0,0.372344343154284,0.386682328933792,0,0.240973327911924,0,0.146407187780624,0.435944542831477,0.417648269387899,0,0.7370506,0.606562829094695,0.600483477115631,0.735041665979814,0.777221526908636,0.742177722152691
