"TD_MSE","VD_MSE","opt_fit_power","opt_real_power","opt_rank","w1_2","w1_3","w1_4","w2_3","w2_4","w3_2","w3_4","w4_2","w4_3","w5_2","w5_3","max_power","hidden","layer","drop_rate","time","iters","status"
2.25145970811441e-05,2.60442567053491e-05,0.674766314029694,0.77329924,1,0.740159772944883,0.253739001803035,0.00545581156818624,0.794471606213469,0.183127830754777,0.769378973929482,0.217652429014567,0.44099382654612,0.539636613443328,0.534117980598909,0.100521119741341,0.7679271,30,2,0.3,233.533866882324,1,5
3.28793541166087e-05,3.60840980815938e-05,0.652567875385284,0.77131112,1,0.67203927159557,0.303695917816367,0.0240442832839097,0.641748670894433,0.254056920259691,0.782534320336212,0.199386956450224,0.465135510306699,0.522469891939077,0.483376663198221,0.418877127517428,0.7679271,30,3,0.3,233.533866882324,1,5
3.56539623049379e-05,3.84066583552519e-05,0.641212630271912,0.76553772,8.4,0.679471142598049,0.161420701304967,0.15682020135109,0.661275602917758,0.312793439700132,0.659286647211785,0.314362768246013,0.422985340406417,0.52785990916665,0.643232971360855,0.181741156213347,0.7679271,30,4,0.3,233.533866882324,1,5
1.97031092176372e-05,3.05361037392604e-05,0.718939137458801,0.74701728,206.4,0.748380109102812,0.251619860240236,0,0.898461450405169,0.0999331284027657,0.481131385769057,0.320242550690344,0.644591408387631,0.269124741633782,0.331438785664191,0.491252125628066,0.7679271,30,2,0,233.533866882324,1,5
2.73302283335783e-05,3.66892003165733e-05,0.712459719181061,0.74803352,210.4,0.786029627542911,0.213970371464853,0,0.914268748479689,0.0857312506363821,0.64826471284024,0.295653776787495,0.518338473190885,0.387932590838045,0.402833217009582,0.402122368887833,0.7679271,30,3,0,233.533866882324,1,5
2.76757631150102e-05,3.88026847083029e-05,0.681749534606934,0.77267592,1,0.865885932122758,0.129422725399979,0.00469129792617837,0.693071579954982,0.0869591685300583,0.901741672391631,0.0914069514389465,0.502705582843696,0.480967524425258,0.410268673181903,0.330843403504043,0.7679271,30,4,0,233.533866882324,1,5
