"TD_MSE","VD_MSE","opt_fit_power","opt_real_power","opt_rank","w1_2","w1_3","w1_4","w2_3","w2_4","w3_2","w3_4","w4_2","w4_3","w5_2","w5_3","max_power","hidden","layer","drop_rate","time","iters","status","total_time"
5.7060897842775e-06,5.374070021108e-06,0.661935091018677,0.7803444,1,0.946086474103215,0.0538929031673717,5.61583855001741e-06,0.991625463420342,0.00821436395587775,0.928401327434167,0.0471535703647577,0.700999288826433,0.273201199141281,0.83477751770287,0.165214432906095,0.7679271,30,2,0.3,208.109214782715,285,4,992.341878652573
