"fit.power","w1_2","w1_3","w1_4","w2_3","w2_4","w3_2","w3_4","w4_2","w4_3","w5_2","w5_3","status","iters","time","name"
0.7639178,0.814891529557664,0.149814838754823,0.0130969766409047,0.126754887664976,0.708143518348677,0.443448508376729,0.445979762484696,0.647427525413785,0.132838809308294,0.41302838618051,0.00361231447735888,6,2661,1490.3846848011,"NLOPT_GN_ISRES"
0.7749315,0.578573420216298,0.421426579783702,4.81647494950665e-07,0.89361246652593,0.0749413163612434,0.999128171227926,0.000160431852145028,0.816678935239247,0.182146351827346,0.044986275397256,0.226448753810799,4,361,205.046548128128,"NLOPT_LN_COBYLA"
